0.130072,0.862413,2.214151,9.523308,26.737030,44.778811,63.306214,101.544627,137.376045,182.544165,257.339560,
0.091641,0.785363,2.157173,9.309290,26.257942,44.848428,63.058310,103.623931,137.268587,183.654002,256.812925,
0.087367,0.785992,2.089432,9.261919,26.748911,44.729845,63.182464,100.661100,137.158986,181.941566,256.183021,
0.090621,0.780020,2.119798,9.391394,26.519756,44.848786,63.356969,100.896644,137.193605,183.225184,255.695414,
0.087115,0.788651,2.107568,9.337155,26.587340,44.776763,63.281738,101.562549,137.224399,182.358306,257.574125,
0.089892,0.810925,2.072264,9.235940,26.400997,44.688061,63.383923,100.880960,137.642914,181.849354,256.403351,
0.086305,0.762203,2.110145,9.110510,26.733666,44.921166,63.090813,101.029021,137.634484,182.641184,256.387729,
0.085674,0.789698,2.166653,9.308928,26.358674,44.833682,63.082144,101.324629,137.120734,182.498597,256.812212,
0.089046,0.777503,2.139784,9.336358,26.370054,44.803909,63.366669,100.882554,136.686597,182.755001,256.572268,
0.085929,0.777372,2.158931,9.183776,26.904113,44.710316,62.900207,101.131986,136.585271,182.232587,256.105923,
